state code,date,visits,clinic,notes
VT,2026-04-16,3,Community Care,
VT,2026-04-16,3,Riverstone Medical,seasonal spike expected
MI,2026-04-16,3,Riverstone Medical,
MI,2026-04-16,6,Downtown Clinic,seasonal spike expected
MI,2026-04-16,4,Community Care,
NY,2026-04-16,4,Riverstone Medical,
NY,2026-04-16,3,Community Care,
NY,2026-04-16,3,Lakeview Clinic,
UT,2026-04-16,2,Lakeview Clinic,
UT,2026-04-16,3,Riverstone Medical,telehealth ok
UT,2026-04-16,3,Community Care,telehealth ok
TX,2026-04-16,4,Riverstone Medical,
TX,2026-04-16,7,Lakeview Clinic,
TX,2026-04-16,7,Community Care,
LA,2026-04-16,2,Downtown Clinic,telehealth ok
LA,2026-04-16,3,Riverstone Medical,telehealth ok
LA,2026-04-16,3,Northside Health,seasonal spike expected
WV,2026-04-16,6,Northside Health,telehealth ok
WV,2026-04-16,4,Downtown Clinic,
WV,2026-04-16,2,Riverstone Medical,telehealth ok
NJ,2026-04-16,2,Community Care,
NJ,2026-04-16,6,Riverstone Medical,
NJ,2026-04-16,6,Northside Health,seasonal spike expected
NM,2026-04-16,2,Northside Health,telehealth ok
NM,2026-04-16,5,Lakeview Clinic,
NM,2026-04-16,4,Riverstone Medical,telehealth ok
MN,2026-04-16,2,Community Care,seasonal spike expected
MN,2026-04-16,4,Downtown Clinic,telehealth ok
MN,2026-04-16,5,Northside Health,seasonal spike expected
MS,2026-04-16,4,Lakeview Clinic,
MS,2026-04-16,2,Downtown Clinic,telehealth ok
MS,2026-04-16,6,Community Care,
VA,2026-04-16,6,Riverstone Medical,telehealth ok
VA,2026-04-16,5,Downtown Clinic,
VA,2026-04-16,2,Lakeview Clinic,
AR,2026-04-16,3,Riverstone Medical,seasonal spike expected
AR,2026-04-16,4,Community Care,seasonal spike expected
AR,2026-04-16,3,Northside Health,
WY,2026-04-17,2,Community Care,seasonal spike expected
WY,2026-04-17,6,Northside Health,seasonal spike expected
WY,2026-04-17,6,Riverstone Medical,seasonal spike expected
OR,2026-04-17,6,Riverstone Medical,seasonal spike expected
OR,2026-04-17,2,Community Care,telehealth ok
OR,2026-04-17,4,Lakeview Clinic,seasonal spike expected
CA,2026-04-17,7,Community Care,seasonal spike expected
CA,2026-04-17,7,Northside Health,seasonal spike expected
CA,2026-04-17,3,Riverstone Medical,seasonal spike expected
GA,2026-04-17,4,Lakeview Clinic,telehealth ok
GA,2026-04-17,2,Northside Health,telehealth ok
GA,2026-04-17,2,Downtown Clinic,
AK,2026-04-17,3,Riverstone Medical,
AK,2026-04-17,5,Downtown Clinic,telehealth ok
AK,2026-04-17,4,Northside Health,
HI,2026-04-17,2,Northside Health,telehealth ok
HI,2026-04-17,5,Downtown Clinic,seasonal spike expected
HI,2026-04-17,6,Community Care,seasonal spike expected
PA,2026-04-17,4,Northside Health,
PA,2026-04-17,4,Riverstone Medical,
PA,2026-04-17,5,Downtown Clinic,seasonal spike expected
AZ,2026-04-17,2,Downtown Clinic,seasonal spike expected
AZ,2026-04-17,6,Riverstone Medical,
AZ,2026-04-17,6,Lakeview Clinic,seasonal spike expected
RI,2026-04-17,5,Riverstone Medical,telehealth ok
RI,2026-04-17,5,Northside Health,
RI,2026-04-17,3,Downtown Clinic,
NC,2026-04-17,4,Lakeview Clinic,telehealth ok
NC,2026-04-17,3,Downtown Clinic,telehealth ok
NC,2026-04-17,3,Community Care,seasonal spike expected
TN,2026-04-17,6,Northside Health,telehealth ok
TN,2026-04-17,6,Community Care,telehealth ok
TN,2026-04-17,2,Lakeview Clinic,
IL,2026-04-17,2,Northside Health,seasonal spike expected
IL,2026-04-17,3,Downtown Clinic,seasonal spike expected
IL,2026-04-17,4,Riverstone Medical,
NH,2026-04-17,4,Downtown Clinic,seasonal spike expected
NH,2026-04-17,2,Lakeview Clinic,telehealth ok
NH,2026-04-17,6,Community Care,
FL,2026-04-17,6,Downtown Clinic,seasonal spike expected
FL,2026-04-17,3,Northside Health,seasonal spike expected
FL,2026-04-17,5,Community Care,
MT,2026-04-17,4,Northside Health,
MT,2026-04-17,2,Community Care,seasonal spike expected
MT,2026-04-17,4,Lakeview Clinic,seasonal spike expected
NE,2026-04-17,2,Riverstone Medical,seasonal spike expected
NE,2026-04-17,4,Northside Health,telehealth ok
NE,2026-04-17,3,Community Care,telehealth ok
CT,2026-04-17,6,Community Care,
CT,2026-04-17,5,Lakeview Clinic,seasonal spike expected
CT,2026-04-17,3,Downtown Clinic,
AL,2026-04-17,6,Riverstone Medical,seasonal spike expected
AL,2026-04-17,6,Lakeview Clinic,seasonal spike expected
AL,2026-04-17,5,Northside Health,
MD,2026-04-17,4,Downtown Clinic,telehealth ok
MD,2026-04-17,2,Lakeview Clinic,telehealth ok
MD,2026-04-17,3,Northside Health,seasonal spike expected
ID,2026-04-17,4,Lakeview Clinic,
ID,2026-04-17,5,Downtown Clinic,
ID,2026-04-17,4,Riverstone Medical,
ND,2026-04-17,3,Northside Health,seasonal spike expected
ND,2026-04-17,3,Community Care,seasonal spike expected
ND,2026-04-17,6,Riverstone Medical,
KS,2026-04-17,3,Downtown Clinic,seasonal spike expected
KS,2026-04-17,5,Riverstone Medical,seasonal spike expected
KS,2026-04-17,5,Lakeview Clinic,seasonal spike expected
VT,2026-04-17,6,Downtown Clinic,telehealth ok
VT,2026-04-17,4,Northside Health,seasonal spike expected
VT,2026-04-17,5,Riverstone Medical,seasonal spike expected
MI,2026-04-17,5,Downtown Clinic,
MI,2026-04-17,6,Community Care,seasonal spike expected
MI,2026-04-17,4,Lakeview Clinic,
NY,2026-04-17,5,Community Care,seasonal spike expected
NY,2026-04-17,6,Riverstone Medical,telehealth ok
NY,2026-04-17,3,Downtown Clinic,telehealth ok
UT,2026-04-17,5,Community Care,seasonal spike expected
UT,2026-04-17,2,Lakeview Clinic,telehealth ok
UT,2026-04-17,3,Downtown Clinic,
TX,2026-04-17,4,Community Care,telehealth ok
TX,2026-04-17,7,Lakeview Clinic,telehealth ok
TX,2026-04-17,4,Downtown Clinic,
LA,2026-04-17,4,Northside Health,seasonal spike expected
LA,2026-04-17,2,Riverstone Medical,
LA,2026-04-17,4,Community Care,
WV,2026-04-17,5,Downtown Clinic,telehealth ok
WV,2026-04-17,2,Lakeview Clinic,
WV,2026-04-17,2,Northside Health,telehealth ok
NJ,2026-04-17,2,Riverstone Medical,
NJ,2026-04-17,2,Northside Health,seasonal spike expected
NJ,2026-04-17,5,Community Care,seasonal spike expected
NM,2026-04-17,2,Downtown Clinic,
NM,2026-04-17,3,Riverstone Medical,
NM,2026-04-17,2,Community Care,telehealth ok
MN,2026-04-17,2,Riverstone Medical,seasonal spike expected
MN,2026-04-17,3,Northside Health,telehealth ok
MN,2026-04-17,5,Lakeview Clinic,
MS,2026-04-17,2,Community Care,seasonal spike expected
MS,2026-04-17,2,Lakeview Clinic,telehealth ok
MS,2026-04-17,5,Riverstone Medical,seasonal spike expected
VA,2026-04-17,4,Northside Health,
VA,2026-04-17,6,Lakeview Clinic,seasonal spike expected
VA,2026-04-17,2,Community Care,
AR,2026-04-17,4,Riverstone Medical,
AR,2026-04-17,4,Downtown Clinic,seasonal spike expected
AR,2026-04-17,5,Lakeview Clinic,telehealth ok
WY,2026-04-18,4,Riverstone Medical,seasonal spike expected
WY,2026-04-18,4,Community Care,telehealth ok
WY,2026-04-18,4,Lakeview Clinic,telehealth ok
OR,2026-04-18,2,Downtown Clinic,telehealth ok
OR,2026-04-18,1,Community Care,
OR,2026-04-18,5,Lakeview Clinic,telehealth ok
CA,2026-04-18,5,Community Care,seasonal spike expected
CA,2026-04-18,6,Riverstone Medical,
CA,2026-04-18,6,Downtown Clinic,
GA,2026-04-18,3,Lakeview Clinic,telehealth ok
GA,2026-04-18,2,Community Care,
GA,2026-04-18,3,Downtown Clinic,
AK,2026-04-18,4,Northside Health,telehealth ok
AK,2026-04-18,4,Riverstone Medical,
AK,2026-04-18,1,Lakeview Clinic,telehealth ok
HI,2026-04-18,1,Downtown Clinic,seasonal spike expected
HI,2026-04-18,3,Northside Health,seasonal spike expected
HI,2026-04-18,3,Lakeview Clinic,telehealth ok
PA,2026-04-18,4,Lakeview Clinic,telehealth ok
PA,2026-04-18,3,Riverstone Medical,telehealth ok
PA,2026-04-18,1,Community Care,telehealth ok
AZ,2026-04-18,1,Downtown Clinic,telehealth ok
AZ,2026-04-18,3,Lakeview Clinic,seasonal spike expected
AZ,2026-04-18,2,Riverstone Medical,
RI,2026-04-18,2,Lakeview Clinic,
RI,2026-04-18,3,Downtown Clinic,telehealth ok
RI,2026-04-18,5,Northside Health,telehealth ok
NC,2026-04-18,1,Community Care,telehealth ok
NC,2026-04-18,2,Riverstone Medical,telehealth ok
NC,2026-04-18,1,Northside Health,seasonal spike expected
TN,2026-04-18,3,Northside Health,telehealth ok
TN,2026-04-18,3,Riverstone Medical,seasonal spike expected
TN,2026-04-18,3,Lakeview Clinic,
IL,2026-04-18,3,Northside Health,
IL,2026-04-18,5,Riverstone Medical,seasonal spike expected
IL,2026-04-18,5,Community Care,
NH,2026-04-18,2,Northside Health,
NH,2026-04-18,5,Community Care,seasonal spike expected
NH,2026-04-18,3,Riverstone Medical,telehealth ok
FL,2026-04-18,2,Northside Health,telehealth ok
FL,2026-04-18,5,Community Care,seasonal spike expected
FL,2026-04-18,4,Riverstone Medical,telehealth ok
MT,2026-04-18,3,Northside Health,
MT,2026-04-18,3,Riverstone Medical,seasonal spike expected
MT,2026-04-18,1,Downtown Clinic,seasonal spike expected
NE,2026-04-18,4,Downtown Clinic,
NE,2026-04-18,5,Lakeview Clinic,seasonal spike expected
NE,2026-04-18,2,Community Care,seasonal spike expected
CT,2026-04-18,2,Downtown Clinic,seasonal spike expected
CT,2026-04-18,4,Lakeview Clinic,
CT,2026-04-18,4,Riverstone Medical,telehealth ok
AL,2026-04-18,4,Northside Health,telehealth ok
AL,2026-04-18,4,Lakeview Clinic,telehealth ok
AL,2026-04-18,3,Community Care,
MD,2026-04-18,2,Riverstone Medical,telehealth ok
MD,2026-04-18,1,Northside Health,telehealth ok
MD,2026-04-18,4,Downtown Clinic,
ID,2026-04-18,1,Downtown Clinic,seasonal spike expected
ID,2026-04-18,3,Riverstone Medical,seasonal spike expected
ID,2026-04-18,1,Community Care,
ND,2026-04-18,5,Community Care,telehealth ok
ND,2026-04-18,1,Northside Health,seasonal spike expected
ND,2026-04-18,3,Riverstone Medical,telehealth ok
KS,2026-04-18,1,Northside Health,seasonal spike expected
KS,2026-04-18,2,Riverstone Medical,seasonal spike expected
KS,2026-04-18,1,Lakeview Clinic,seasonal spike expected
VT,2026-04-18,3,Downtown Clinic,seasonal spike expected
VT,2026-04-18,1,Riverstone Medical,telehealth ok
VT,2026-04-18,2,Northside Health,
MI,2026-04-18,2,Northside Health,seasonal spike expected
MI,2026-04-18,5,Downtown Clinic,seasonal spike expected
MI,2026-04-18,1,Riverstone Medical,seasonal spike expected
NY,2026-04-18,5,Downtown Clinic,
NY,2026-04-18,5,Northside Health,
NY,2026-04-18,5,Riverstone Medical,
UT,2026-04-18,3,Riverstone Medical,seasonal spike expected
UT,2026-04-18,1,Northside Health,seasonal spike expected
UT,2026-04-18,2,Downtown Clinic,telehealth ok
TX,2026-04-18,2,Downtown Clinic,
TX,2026-04-18,2,Riverstone Medical,
TX,2026-04-18,5,Northside Health,
LA,2026-04-18,4,Lakeview Clinic,
LA,2026-04-18,4,Community Care,telehealth ok
LA,2026-04-18,4,Northside Health,telehealth ok
WV,2026-04-18,5,Downtown Clinic,telehealth ok
WV,2026-04-18,4,Community Care,seasonal spike expected
WV,2026-04-18,1,Riverstone Medical,telehealth ok
NJ,2026-04-18,3,Downtown Clinic,seasonal spike expected
NJ,2026-04-18,2,Northside Health,telehealth ok
NJ,2026-04-18,5,Riverstone Medical,seasonal spike expected
NM,2026-04-18,4,Northside Health,
NM,2026-04-18,3,Community Care,seasonal spike expected
NM,2026-04-18,5,Lakeview Clinic,telehealth ok
MN,2026-04-18,2,Community Care,seasonal spike expected
MN,2026-04-18,3,Downtown Clinic,
MN,2026-04-18,2,Riverstone Medical,telehealth ok
MS,2026-04-18,1,Northside Health,telehealth ok
MS,2026-04-18,2,Lakeview Clinic,telehealth ok
MS,2026-04-18,4,Downtown Clinic,
VA,2026-04-18,1,Riverstone Medical,
VA,2026-04-18,1,Lakeview Clinic,telehealth ok
VA,2026-04-18,3,Community Care,
AR,2026-04-18,5,Riverstone Medical,telehealth ok
AR,2026-04-18,2,Northside Health,seasonal spike expected
AR,2026-04-18,3,Lakeview Clinic,seasonal spike expected
WY,2026-04-19,3,Riverstone Medical,
WY,2026-04-19,5,Lakeview Clinic,
WY,2026-04-19,3,Northside Health,
OR,2026-04-19,3,Northside Health,
OR,2026-04-19,4,Downtown Clinic,seasonal spike expected
OR,2026-04-19,1,Community Care,seasonal spike expected
CA,2026-04-19,4,Lakeview Clinic,seasonal spike expected
CA,2026-04-19,3,Northside Health,
CA,2026-04-19,2,Downtown Clinic,telehealth ok
GA,2026-04-19,2,Riverstone Medical,telehealth ok
GA,2026-04-19,3,Lakeview Clinic,
GA,2026-04-19,2,Northside Health,seasonal spike expected
AK,2026-04-19,1,Northside Health,seasonal spike expected
AK,2026-04-19,4,Lakeview Clinic,telehealth ok
AK,2026-04-19,2,Riverstone Medical,telehealth ok
HI,2026-04-19,1,Riverstone Medical,seasonal spike expected
HI,2026-04-19,2,Community Care,telehealth ok
HI,2026-04-19,4,Downtown Clinic,
PA,2026-04-19,2,Northside Health,telehealth ok
PA,2026-04-19,4,Downtown Clinic,
PA,2026-04-19,5,Lakeview Clinic,seasonal spike expected
AZ,2026-04-19,3,Downtown Clinic,telehealth ok
AZ,2026-04-19,1,Northside Health,
AZ,2026-04-19,2,Lakeview Clinic,seasonal spike expected
RI,2026-04-19,5,Downtown Clinic,
RI,2026-04-19,1,Lakeview Clinic,telehealth ok
RI,2026-04-19,5,Northside Health,seasonal spike expected
NC,2026-04-19,5,Lakeview Clinic,seasonal spike expected
NC,2026-04-19,4,Riverstone Medical,telehealth ok
NC,2026-04-19,5,Downtown Clinic,seasonal spike expected
TN,2026-04-19,1,Northside Health,seasonal spike expected
TN,2026-04-19,5,Lakeview Clinic,seasonal spike expected
TN,2026-04-19,2,Downtown Clinic,seasonal spike expected
IL,2026-04-19,3,Riverstone Medical,seasonal spike expected
IL,2026-04-19,5,Community Care,telehealth ok
IL,2026-04-19,3,Lakeview Clinic,telehealth ok
NH,2026-04-19,3,Community Care,
NH,2026-04-19,4,Downtown Clinic,seasonal spike expected
NH,2026-04-19,4,Riverstone Medical,
FL,2026-04-19,2,Community Care,telehealth ok
FL,2026-04-19,2,Lakeview Clinic,telehealth ok
FL,2026-04-19,6,Riverstone Medical,
MT,2026-04-19,5,Northside Health,
MT,2026-04-19,3,Riverstone Medical,
MT,2026-04-19,2,Lakeview Clinic,seasonal spike expected
NE,2026-04-19,1,Community Care,
NE,2026-04-19,4,Lakeview Clinic,telehealth ok
NE,2026-04-19,1,Northside Health,seasonal spike expected
CT,2026-04-19,5,Northside Health,seasonal spike expected
CT,2026-04-19,4,Lakeview Clinic,seasonal spike expected
CT,2026-04-19,5,Riverstone Medical,telehealth ok
AL,2026-04-19,2,Northside Health,telehealth ok
AL,2026-04-19,2,Downtown Clinic,seasonal spike expected
AL,2026-04-19,2,Lakeview Clinic,seasonal spike expected
MD,2026-04-19,4,Lakeview Clinic,seasonal spike expected
MD,2026-04-19,3,Northside Health,
MD,2026-04-19,5,Community Care,
ID,2026-04-19,1,Northside Health,
ID,2026-04-19,1,Downtown Clinic,seasonal spike expected
ID,2026-04-19,3,Community Care,
ND,2026-04-19,2,Community Care,telehealth ok
ND,2026-04-19,1,Downtown Clinic,seasonal spike expected
ND,2026-04-19,5,Northside Health,seasonal spike expected
KS,2026-04-19,5,Northside Health,seasonal spike expected
KS,2026-04-19,5,Community Care,seasonal spike expected
KS,2026-04-19,3,Lakeview Clinic,
VT,2026-04-19,5,Lakeview Clinic,telehealth ok
VT,2026-04-19,5,Riverstone Medical,
VT,2026-04-19,5,Community Care,telehealth ok
MI,2026-04-19,2,Downtown Clinic,seasonal spike expected
MI,2026-04-19,5,Community Care,
MI,2026-04-19,4,Riverstone Medical,telehealth ok
NY,2026-04-19,6,Lakeview Clinic,seasonal spike expected
NY,2026-04-19,6,Community Care,seasonal spike expected
NY,2026-04-19,2,Northside Health,seasonal spike expected
UT,2026-04-19,3,Community Care,telehealth ok
UT,2026-04-19,3,Downtown Clinic,seasonal spike expected
UT,2026-04-19,1,Riverstone Medical,telehealth ok
TX,2026-04-19,4,Northside Health,
TX,2026-04-19,2,Riverstone Medical,seasonal spike expected
TX,2026-04-19,3,Downtown Clinic,seasonal spike expected
LA,2026-04-19,1,Downtown Clinic,
LA,2026-04-19,3,Community Care,telehealth ok
LA,2026-04-19,2,Lakeview Clinic,
WV,2026-04-19,2,Lakeview Clinic,telehealth ok
WV,2026-04-19,4,Downtown Clinic,telehealth ok
WV,2026-04-19,5,Riverstone Medical,seasonal spike expected
NJ,2026-04-19,4,Community Care,
NJ,2026-04-19,1,Downtown Clinic,
NJ,2026-04-19,3,Riverstone Medical,seasonal spike expected
NM,2026-04-19,2,Riverstone Medical,telehealth ok
NM,2026-04-19,3,Northside Health,seasonal spike expected
NM,2026-04-19,5,Lakeview Clinic,telehealth ok
MN,2026-04-19,5,Riverstone Medical,
MN,2026-04-19,2,Downtown Clinic,telehealth ok
MN,2026-04-19,2,Community Care,
MS,2026-04-19,4,Community Care,
MS,2026-04-19,3,Lakeview Clinic,seasonal spike expected
MS,2026-04-19,1,Northside Health,
VA,2026-04-19,5,Riverstone Medical,telehealth ok
VA,2026-04-19,3,Lakeview Clinic,
VA,2026-04-19,3,Downtown Clinic,seasonal spike expected
AR,2026-04-19,1,Northside Health,
AR,2026-04-19,3,Downtown Clinic,
AR,2026-04-19,4,Riverstone Medical,
WY,2026-04-20,4,Lakeview Clinic,seasonal spike expected
WY,2026-04-20,6,Downtown Clinic,
WY,2026-04-20,2,Community Care,
OR,2026-04-20,4,Lakeview Clinic,seasonal spike expected
OR,2026-04-20,6,Northside Health,
OR,2026-04-20,3,Community Care,seasonal spike expected
CA,2026-04-20,6,Northside Health,
CA,2026-04-20,7,Downtown Clinic,seasonal spike expected
CA,2026-04-20,7,Community Care,seasonal spike expected
GA,2026-04-20,5,Northside Health,
GA,2026-04-20,4,Riverstone Medical,telehealth ok
GA,2026-04-20,6,Downtown Clinic,telehealth ok
AK,2026-04-20,3,Lakeview Clinic,telehealth ok
AK,2026-04-20,6,Community Care,seasonal spike expected
AK,2026-04-20,4,Northside Health,telehealth ok
HI,2026-04-20,5,Northside Health,telehealth ok
HI,2026-04-20,6,Community Care,
HI,2026-04-20,4,Lakeview Clinic,
PA,2026-04-20,4,Downtown Clinic,seasonal spike expected
PA,2026-04-20,4,Riverstone Medical,seasonal spike expected
PA,2026-04-20,3,Community Care,telehealth ok
AZ,2026-04-20,5,Community Care,seasonal spike expected
AZ,2026-04-20,6,Downtown Clinic,
AZ,2026-04-20,4,Lakeview Clinic,
RI,2026-04-20,4,Lakeview Clinic,
RI,2026-04-20,5,Riverstone Medical,
RI,2026-04-20,2,Community Care,seasonal spike expected
NC,2026-04-20,3,Community Care,
NC,2026-04-20,6,Northside Health,seasonal spike expected
NC,2026-04-20,6,Lakeview Clinic,
TN,2026-04-20,5,Riverstone Medical,seasonal spike expected
TN,2026-04-20,4,Lakeview Clinic,telehealth ok
TN,2026-04-20,4,Community Care,telehealth ok
IL,2026-04-20,5,Downtown Clinic,
IL,2026-04-20,5,Northside Health,telehealth ok
IL,2026-04-20,4,Lakeview Clinic,seasonal spike expected
NH,2026-04-20,6,Community Care,
NH,2026-04-20,4,Northside Health,
NH,2026-04-20,5,Lakeview Clinic,
FL,2026-04-20,6,Lakeview Clinic,seasonal spike expected
FL,2026-04-20,4,Northside Health,seasonal spike expected
FL,2026-04-20,6,Community Care,seasonal spike expected
MT,2026-04-20,4,Northside Health,
MT,2026-04-20,3,Downtown Clinic,seasonal spike expected
MT,2026-04-20,5,Lakeview Clinic,seasonal spike expected
NE,2026-04-20,6,Riverstone Medical,
NE,2026-04-20,3,Community Care,telehealth ok
NE,2026-04-20,6,Lakeview Clinic,telehealth ok
CT,2026-04-20,4,Community Care,seasonal spike expected
CT,2026-04-20,3,Downtown Clinic,telehealth ok
CT,2026-04-20,3,Northside Health,telehealth ok
AL,2026-04-20,2,Community Care,telehealth ok
AL,2026-04-20,5,Riverstone Medical,seasonal spike expected
AL,2026-04-20,5,Northside Health,telehealth ok
MD,2026-04-20,6,Community Care,
MD,2026-04-20,6,Riverstone Medical,seasonal spike expected
MD,2026-04-20,3,Lakeview Clinic,seasonal spike expected
ID,2026-04-20,2,Northside Health,seasonal spike expected
ID,2026-04-20,2,Community Care,seasonal spike expected
ID,2026-04-20,4,Downtown Clinic,telehealth ok
ND,2026-04-20,2,Downtown Clinic,telehealth ok
ND,2026-04-20,3,Lakeview Clinic,
ND,2026-04-20,6,Riverstone Medical,
KS,2026-04-20,6,Community Care,seasonal spike expected
KS,2026-04-20,2,Northside Health,telehealth ok
KS,2026-04-20,5,Lakeview Clinic,seasonal spike expected
VT,2026-04-20,4,Riverstone Medical,
VT,2026-04-20,3,Lakeview Clinic,telehealth ok
VT,2026-04-20,2,Community Care,seasonal spike expected
MI,2026-04-20,3,Community Care,telehealth ok
MI,2026-04-20,4,Northside Health,
MI,2026-04-20,5,Downtown Clinic,telehealth ok
NY,2026-04-20,7,Downtown Clinic,seasonal spike expected
NY,2026-04-20,6,Lakeview Clinic,seasonal spike expected
NY,2026-04-20,7,Northside Health,telehealth ok
UT,2026-04-20,2,Riverstone Medical,telehealth ok
UT,2026-04-20,6,Community Care,telehealth ok
UT,2026-04-20,6,Downtown Clinic,
TX,2026-04-20,7,Community Care,telehealth ok
TX,2026-04-20,6,Riverstone Medical,
TX,2026-04-20,4,Lakeview Clinic,seasonal spike expected
LA,2026-04-20,2,Northside Health,telehealth ok
LA,2026-04-20,2,Lakeview Clinic,seasonal spike expected
LA,2026-04-20,3,Community Care,telehealth ok
WV,2026-04-20,5,Downtown Clinic,
WV,2026-04-20,6,Lakeview Clinic,seasonal spike expected
WV,2026-04-20,4,Community Care,seasonal spike expected
NJ,2026-04-20,3,Riverstone Medical,seasonal spike expected
NJ,2026-04-20,4,Lakeview Clinic,seasonal spike expected
NJ,2026-04-20,4,Northside Health,
NM,2026-04-20,2,Community Care,telehealth ok
NM,2026-04-20,2,Lakeview Clinic,
NM,2026-04-20,3,Riverstone Medical,
MN,2026-04-20,5,Riverstone Medical,seasonal spike expected
MN,2026-04-20,2,Lakeview Clinic,seasonal spike expected
MN,2026-04-20,4,Community Care,telehealth ok
MS,2026-04-20,2,Community Care,
MS,2026-04-20,6,Downtown Clinic,
MS,2026-04-20,6,Riverstone Medical,
VA,2026-04-20,5,Lakeview Clinic,telehealth ok
VA,2026-04-20,5,Northside Health,
VA,2026-04-20,4,Downtown Clinic,
AR,2026-04-20,2,Downtown Clinic,seasonal spike expected
AR,2026-04-20,4,Riverstone Medical,
AR,2026-04-20,2,Community Care,telehealth ok
WY,2026-04-21,5,Riverstone Medical,seasonal spike expected
WY,2026-04-21,4,Lakeview Clinic,seasonal spike expected
WY,2026-04-21,6,Community Care,telehealth ok
OR,2026-04-21,2,Lakeview Clinic,telehealth ok
OR,2026-04-21,4,Downtown Clinic,
OR,2026-04-21,4,Community Care,telehealth ok
CA,2026-04-21,3,Northside Health,telehealth ok
CA,2026-04-21,6,Downtown Clinic,
CA,2026-04-21,7,Community Care,seasonal spike expected
GA,2026-04-21,3,Downtown Clinic,seasonal spike expected
GA,2026-04-21,2,Riverstone Medical,
GA,2026-04-21,2,Lakeview Clinic,
AK,2026-04-21,3,Downtown Clinic,telehealth ok
AK,2026-04-21,5,Riverstone Medical,telehealth ok
AK,2026-04-21,5,Community Care,telehealth ok
HI,2026-04-21,4,Downtown Clinic,telehealth ok
HI,2026-04-21,3,Lakeview Clinic,seasonal spike expected
HI,2026-04-21,2,Community Care,seasonal spike expected
PA,2026-04-21,3,Northside Health,seasonal spike expected
PA,2026-04-21,3,Downtown Clinic,
PA,2026-04-21,4,Riverstone Medical,telehealth ok
AZ,2026-04-21,4,Lakeview Clinic,seasonal spike expected
AZ,2026-04-21,6,Northside Health,
AZ,2026-04-21,2,Riverstone Medical,
RI,2026-04-21,3,Downtown Clinic,telehealth ok
RI,2026-04-21,2,Riverstone Medical,telehealth ok
RI,2026-04-21,6,Lakeview Clinic,seasonal spike expected
NC,2026-04-21,2,Downtown Clinic,telehealth ok
NC,2026-04-21,5,Northside Health,
NC,2026-04-21,3,Riverstone Medical,telehealth ok
TN,2026-04-21,5,Lakeview Clinic,telehealth ok
TN,2026-04-21,6,Northside Health,telehealth ok
TN,2026-04-21,2,Downtown Clinic,
IL,2026-04-21,5,Riverstone Medical,seasonal spike expected
IL,2026-04-21,3,Northside Health,
IL,2026-04-21,2,Downtown Clinic,
NH,2026-04-21,5,Northside Health,telehealth ok
NH,2026-04-21,6,Downtown Clinic,
NH,2026-04-21,5,Lakeview Clinic,
FL,2026-04-21,7,Downtown Clinic,telehealth ok
FL,2026-04-21,5,Lakeview Clinic,
FL,2026-04-21,4,Northside Health,seasonal spike expected
MT,2026-04-21,6,Northside Health,telehealth ok
MT,2026-04-21,2,Downtown Clinic,
MT,2026-04-21,4,Lakeview Clinic,telehealth ok
NE,2026-04-21,4,Riverstone Medical,seasonal spike expected
NE,2026-04-21,2,Community Care,telehealth ok
NE,2026-04-21,4,Lakeview Clinic,seasonal spike expected
CT,2026-04-21,6,Community Care,
CT,2026-04-21,3,Downtown Clinic,telehealth ok
CT,2026-04-21,3,Northside Health,telehealth ok
AL,2026-04-21,2,Lakeview Clinic,seasonal spike expected
AL,2026-04-21,2,Riverstone Medical,
AL,2026-04-21,5,Northside Health,
MD,2026-04-21,2,Downtown Clinic,seasonal spike expected
MD,2026-04-21,6,Community Care,telehealth ok
MD,2026-04-21,4,Riverstone Medical,
ID,2026-04-21,3,Downtown Clinic,telehealth ok
ID,2026-04-21,6,Community Care,
ID,2026-04-21,5,Riverstone Medical,seasonal spike expected
ND,2026-04-21,6,Riverstone Medical,seasonal spike expected
ND,2026-04-21,3,Lakeview Clinic,seasonal spike expected
ND,2026-04-21,3,Downtown Clinic,telehealth ok
KS,2026-04-21,5,Northside Health,telehealth ok
KS,2026-04-21,6,Lakeview Clinic,
KS,2026-04-21,6,Riverstone Medical,
VT,2026-04-21,6,Community Care,
VT,2026-04-21,3,Lakeview Clinic,telehealth ok
VT,2026-04-21,5,Northside Health,
MI,2026-04-21,5,Riverstone Medical,seasonal spike expected
MI,2026-04-21,6,Community Care,
MI,2026-04-21,2,Lakeview Clinic,telehealth ok
NY,2026-04-21,3,Lakeview Clinic,telehealth ok
NY,2026-04-21,3,Downtown Clinic,telehealth ok
NY,2026-04-21,4,Northside Health,telehealth ok
UT,2026-04-21,2,Community Care,seasonal spike expected
UT,2026-04-21,6,Riverstone Medical,telehealth ok
UT,2026-04-21,5,Northside Health,
TX,2026-04-21,6,Community Care,
TX,2026-04-21,5,Northside Health,
TX,2026-04-21,3,Lakeview Clinic,telehealth ok
LA,2026-04-21,3,Riverstone Medical,telehealth ok
LA,2026-04-21,4,Lakeview Clinic,telehealth ok
LA,2026-04-21,3,Community Care,seasonal spike expected
WV,2026-04-21,4,Riverstone Medical,telehealth ok
WV,2026-04-21,5,Community Care,
WV,2026-04-21,5,Downtown Clinic,
NJ,2026-04-21,5,Community Care,
NJ,2026-04-21,4,Lakeview Clinic,
NJ,2026-04-21,5,Northside Health,
